Finish kernel   0:
Finish block    5: [2, 2, 3, 0, 0, 0]
          warp 32: [2, 3, 0, 1]
          warp 31: [893075, 893076, 0, 1]
Finish block  307: [1, 893075, 893077, 0, 0, 0]
          warp 32: [893075, 893077, 0, 2]
          warp 33: [893075, 893077, 0, 2]
          warp 34: [893075, 893077, 0, 2]
          warp 35: [893075, 893077, 0, 2]
          warp 36: [893075, 893077, 0, 2]
          warp 37: [893075, 893077, 0, 2]
          warp 38: [893075, 893077, 0, 2]
          warp 39: [893075, 893077, 0, 2]
          warp 40: [893075, 893077, 0, 2]
          warp 41: [893075, 893077, 0, 2]
          warp 42: [893075, 893077, 0, 2]
          warp 43: [893075, 893077, 0, 2]
          warp 44: [893075, 893077, 0, 2]
          warp 45: [893075, 893077, 0, 2]
          warp 46: [893075, 893077, 0, 2]
          warp 47: [893075, 893077, 0, 2]
          warp 48: [893075, 893077, 0, 2]
          warp 49: [893075, 893077, 0, 2]
          warp 50: [893075, 893077, 0, 2]
          warp 51: [893075, 893077, 0, 2]
          warp 52: [893075, 893077, 0, 2]
          warp 53: [893075, 893077, 0, 2]
          warp 54: [893075, 893077, 0, 2]
          warp 55: [893075, 893077, 0, 2]
          warp 56: [893075, 893077, 0, 2]
          warp 57: [893075, 893077, 0, 2]
          warp 58: [893075, 893077, 0, 2]
          warp 59: [893075, 893077, 0, 2]
          warp 60: [893075, 893077, 0, 2]
          warp 61: [893075, 893077, 0, 2]
          warp 62: [893075, 893077, 0, 2]
          warp 63: [893075, 893077, 0, 2]
Finish block  309: [2, 893075, 893077, 0, 0, 0]
          warp 32: [893075, 893077, 0, 2]
          warp 33: [893075, 893077, 0, 2]
          warp 34: [893075, 893077, 0, 2]
          warp 35: [893075, 893077, 0, 2]
          warp 36: [893075, 893077, 0, 2]
          warp 37: [893075, 893077, 0, 2]
          warp 38: [893075, 893077, 0, 2]
          warp 39: [893075, 893077, 0, 2]
          warp 40: [893075, 893077, 0, 2]
          warp 41: [893075, 893077, 0, 2]
          warp 42: [893075, 893077, 0, 2]
          warp 43: [893075, 893077, 0, 2]
          warp 44: [893075, 893077, 0, 2]
          warp 45: [893075, 893077, 0, 2]
          warp 46: [893075, 893077, 0, 2]
          warp 47: [893075, 893077, 0, 2]
          warp 48: [893075, 893077, 0, 2]
          warp 49: [893075, 893077, 0, 2]
          warp 50: [893075, 893077, 0, 2]
          warp 51: [893075, 893077, 0, 2]
          warp 52: [893075, 893077, 0, 2]
          warp 53: [893075, 893077, 0, 2]
          warp 54: [893075, 893077, 0, 2]
          warp 55: [893075, 893077, 0, 2]
          warp 56: [893075, 893077, 0, 2]
          warp 57: [893075, 893077, 0, 2]
          warp 58: [893075, 893077, 0, 2]
          warp 59: [893075, 893077, 0, 2]
          warp 60: [893075, 893077, 0, 2]
          warp 61: [893075, 893077, 0, 2]
          warp 62: [893075, 893077, 0, 2]
          warp 63: [893075, 893077, 0, 2]
Finish block  311: [3, 893075, 893077, 0, 0, 0]
          warp 32: [893075, 893077, 0, 2]
          warp 33: [893075, 893077, 0, 2]
          warp 34: [893075, 893077, 0, 2]
          warp 35: [893075, 893077, 0, 2]
          warp 36: [893075, 893077, 0, 2]
          warp 37: [893075, 893077, 0, 2]
          warp 38: [893075, 893077, 0, 2]
          warp 39: [893075, 893077, 0, 2]
          warp 40: [893075, 893077, 0, 2]
          warp 41: [893075, 893077, 0, 2]
          warp 42: [893075, 893077, 0, 2]
          warp 43: [893075, 893077, 0, 2]
          warp 44: [893075, 893077, 0, 2]
          warp 45: [893075, 893077, 0, 2]
          warp 46: [893075, 893077, 0, 2]
          warp 47: [893075, 893077, 0, 2]
          warp 48: [893075, 893077, 0, 2]
          warp 49: [893075, 893077, 0, 2]
          warp 50: [893075, 893077, 0, 2]
          warp 51: [893075, 893077, 0, 2]
          warp 52: [893075, 893077, 0, 2]
          warp 53: [893075, 893077, 0, 2]
          warp 54: [893075, 893077, 0, 2]
          warp 55: [893075, 893077, 0, 2]
          warp 56: [893075, 893077, 0, 2]
          warp 57: [893075, 893077, 0, 2]
          warp 58: [893075, 893077, 0, 2]
          warp 59: [893075, 893077, 0, 2]
          warp 60: [893075, 893077, 0, 2]
          warp 61: [893075, 893077, 0, 2]
          warp 62: [893075, 893077, 0, 2]
          warp 63: [893075, 893077, 0, 2]
Finish block  313: [4, 893075, 893077, 0, 0, 0]
          warp 32: [893075, 893077, 0, 2]
          warp 33: [893075, 893077, 0, 2]
          warp 34: [893075, 893077, 0, 2]
          warp 35: [893075, 893077, 0, 2]
          warp 36: [893075, 893077, 0, 2]
          warp 37: [893075, 893077, 0, 2]
          warp 38: [893075, 893077, 0, 2]
          warp 39: [893075, 893077, 0, 2]
          warp 40: [893075, 893077, 0, 2]
          warp 41: [893075, 893077, 0, 2]
          warp 42: [893075, 893077, 0, 2]
          warp 43: [893075, 893077, 0, 2]
          warp 44: [893075, 893077, 0, 2]
          warp 45: [893075, 893077, 0, 2]
          warp 46: [893075, 893077, 0, 2]
          warp 47: [893075, 893077, 0, 2]
          warp 48: [893075, 893077, 0, 2]
          warp 49: [893075, 893077, 0, 2]
          warp 50: [893075, 893077, 0, 2]
          warp 51: [893075, 893077, 0, 2]
          warp 52: [893075, 893077, 0, 2]
          warp 53: [893075, 893077, 0, 2]
          warp 54: [893075, 893077, 0, 2]
          warp 55: [893075, 893077, 0, 2]
          warp 56: [893075, 893077, 0, 2]
          warp 57: [893075, 893077, 0, 2]
          warp 58: [893075, 893077, 0, 2]
          warp 59: [893075, 893077, 0, 2]
          warp 60: [893075, 893077, 0, 2]
          warp 61: [893075, 893077, 0, 2]
          warp 62: [893075, 893077, 0, 2]
          warp 63: [893075, 893077, 0, 2]
Finish block  315: [5, 893075, 893077, 0, 0, 0]
          warp 32: [893075, 893077, 0, 2]
          warp 33: [893075, 893077, 0, 2]
          warp 34: [893075, 893077, 0, 2]
          warp 35: [893075, 893077, 0, 2]
          warp 36: [893075, 893077, 0, 2]
          warp 37: [893075, 893077, 0, 2]
          warp 38: [893075, 893077, 0, 2]
          warp 39: [893075, 893077, 0, 2]
          warp 40: [893075, 893077, 0, 2]
          warp 41: [893075, 893077, 0, 2]
          warp 42: [893075, 893077, 0, 2]
          warp 43: [893075, 893077, 0, 2]
          warp 44: [893075, 893077, 0, 2]
          warp 45: [893075, 893077, 0, 2]
          warp 46: [893075, 893077, 0, 2]
          warp 47: [893075, 893077, 0, 2]
          warp 48: [893075, 893077, 0, 2]
          warp 49: [893075, 893077, 0, 2]
          warp 50: [893075, 893077, 0, 2]
          warp 51: [893075, 893077, 0, 2]
          warp 52: [893075, 893077, 0, 2]
          warp 53: [893075, 893077, 0, 2]
          warp 54: [893075, 893077, 0, 2]
          warp 55: [893075, 893077, 0, 2]
          warp 56: [893075, 893077, 0, 2]
          warp 57: [893075, 893077, 0, 2]
          warp 58: [893075, 893077, 0, 2]
          warp 59: [893075, 893077, 0, 2]
          warp 60: [893075, 893077, 0, 2]
          warp 61: [893075, 893077, 0, 2]
          warp 62: [893075, 893077, 0, 2]
          warp 63: [893075, 893077, 0, 2]
Finish block  317: [6, 893075, 893077, 0, 0, 0]
          warp 32: [893075, 893077, 0, 2]
          warp 33: [893075, 893077, 0, 2]
          warp 34: [893075, 893077, 0, 2]
          warp 35: [893075, 893077, 0, 2]
          warp 36: [893075, 893077, 0, 2]
          warp 37: [893075, 893077, 0, 2]
          warp 38: [893075, 893077, 0, 2]
          warp 39: [893075, 893077, 0, 2]
          warp 40: [893075, 893077, 0, 2]
          warp 41: [893075, 893077, 0, 2]
          warp 42: [893075, 893077, 0, 2]
          warp 43: [893075, 893077, 0, 2]
          warp 44: [893075, 893077, 0, 2]
          warp 45: [893075, 893077, 0, 2]
          warp 46: [893075, 893077, 0, 2]
          warp 47: [893075, 893077, 0, 2]
          warp 48: [893075, 893077, 0, 2]
          warp 49: [893075, 893077, 0, 2]
          warp 50: [893075, 893077, 0, 2]
          warp 51: [893075, 893077, 0, 2]
          warp 52: [893075, 893077, 0, 2]
          warp 53: [893075, 893077, 0, 2]
          warp 54: [893075, 893077, 0, 2]
          warp 55: [893075, 893077, 0, 2]
          warp 56: [893075, 893077, 0, 2]
          warp 57: [893075, 893077, 0, 2]
          warp 58: [893075, 893077, 0, 2]
          warp 59: [893075, 893077, 0, 2]
          warp 60: [893075, 893077, 0, 2]
          warp 61: [893075, 893077, 0, 2]
          warp 62: [893075, 893077, 0, 2]
          warp 63: [893075, 893077, 0, 2]
Finish block  319: [7, 893075, 893077, 0, 0, 0]
          warp 32: [893075, 893077, 0, 2]
          warp 33: [893075, 893077, 0, 2]
          warp 34: [893075, 893077, 0, 2]
          warp 35: [893075, 893077, 0, 2]
          warp 36: [893075, 893077, 0, 2]
          warp 37: [893075, 893077, 0, 2]
          warp 38: [893075, 893077, 0, 2]
          warp 39: [893075, 893077, 0, 2]
          warp 40: [893075, 893077, 0, 2]
          warp 41: [893075, 893077, 0, 2]
          warp 42: [893075, 893077, 0, 2]
          warp 43: [893075, 893077, 0, 2]
          warp 44: [893075, 893077, 0, 2]
          warp 45: [893075, 893077, 0, 2]
          warp 46: [893075, 893077, 0, 2]
          warp 47: [893075, 893077, 0, 2]
          warp 48: [893075, 893077, 0, 2]
          warp 49: [893075, 893077, 0, 2]
          warp 50: [893075, 893077, 0, 2]
          warp 51: [893075, 893077, 0, 2]
          warp 52: [893075, 893077, 0, 2]
          warp 53: [893075, 893077, 0, 2]
          warp 54: [893075, 893077, 0, 2]
          warp 55: [893075, 893077, 0, 2]
          warp 56: [893075, 893077, 0, 2]
          warp 57: [893075, 893077, 0, 2]
          warp 58: [893075, 893077, 0, 2]
          warp 59: [893075, 893077, 0, 2]
          warp 60: [893075, 893077, 0, 2]
          warp 61: [893075, 893077, 0, 2]
          warp 62: [893075, 893077, 0, 2]
          warp 63: [893075, 893077, 0, 2]
Finish block  304: [0, 893075, 948881, 5120, 5120, 5376]
          warp  0: [893075, 948881, 55805, 1]
          warp  1: [893075, 948881, 55805, 1]
          warp  2: [893075, 948881, 55805, 1]
          warp  3: [893075, 948881, 55805, 1]
          warp  4: [893075, 948881, 55805, 1]
          warp  5: [893075, 948881, 55805, 1]
          warp  6: [893075, 948881, 55805, 1]
          warp  7: [893075, 948881, 55805, 1]
          warp  8: [893075, 948881, 55805, 1]
          warp  9: [893075, 948881, 55805, 1]
          warp 10: [893075, 948881, 55805, 1]
          warp 11: [893075, 948881, 55805, 1]
          warp 12: [893075, 948881, 55805, 1]
          warp 13: [893075, 948881, 55805, 1]
          warp 14: [893075, 948881, 55805, 1]
          warp 15: [893075, 948881, 55805, 1]
          warp 16: [893075, 948881, 55805, 1]
          warp 17: [893075, 948881, 55805, 1]
          warp 18: [893075, 948881, 55805, 1]
          warp 19: [893075, 948881, 55805, 1]
          warp 20: [893075, 948881, 55805, 1]
          warp 21: [893075, 948881, 55805, 1]
          warp 22: [893075, 948881, 55805, 1]
          warp 23: [893075, 948881, 55805, 1]
          warp 24: [893075, 948881, 55805, 1]
          warp 25: [893075, 948881, 55805, 1]
          warp 26: [893075, 948881, 55805, 1]
          warp 27: [893075, 948881, 55805, 1]
          warp 28: [893075, 948881, 55805, 1]
          warp 29: [893075, 948881, 55805, 1]
          warp 30: [893075, 948881, 55805, 1]
          warp 31: [893075, 948881, 55805, 1]
Finish block  305: [0, 893075, 948882, 2880, 2880, 3024]
          warp 32: [893075, 948882, 55805, 2]
          warp 33: [893075, 948882, 55805, 2]
          warp 34: [893075, 948882, 55805, 2]
          warp 35: [893075, 948882, 55805, 2]
          warp 36: [893075, 948882, 55805, 2]
          warp 37: [893075, 948882, 55805, 2]
          warp 38: [893075, 948882, 55805, 2]
          warp 39: [893075, 948882, 55805, 2]
          warp 40: [893075, 948882, 55805, 2]
          warp 41: [893075, 948882, 55805, 2]
          warp 42: [893075, 948882, 55805, 2]
          warp 43: [893075, 948882, 55805, 2]
          warp 44: [893075, 948882, 55805, 2]
          warp 45: [893075, 948882, 55805, 2]
          warp 46: [893075, 948882, 55805, 2]
          warp 47: [893075, 948882, 55805, 2]
          warp 48: [893075, 948882, 55805, 2]
          warp 49: [893075, 948882, 55805, 2]
          warp 50: [893075, 948882, 0, 55807]
          warp 51: [893075, 948882, 0, 55807]
          warp 52: [893075, 948882, 0, 55807]
          warp 53: [893075, 948882, 0, 55807]
          warp 54: [893075, 948882, 0, 55807]
          warp 55: [893075, 948882, 0, 55807]
          warp 56: [893075, 948882, 0, 55807]
          warp 57: [893075, 948882, 0, 55807]
          warp 58: [893075, 948882, 0, 55807]
          warp 59: [893075, 948882, 0, 55807]
          warp 60: [893075, 948882, 0, 55807]
          warp 61: [893075, 948882, 0, 55807]
          warp 62: [893075, 948882, 0, 55807]
          warp 63: [893075, 948882, 0, 55807]
Finish kernel  20:
Finish block  322: [1, 948883, 948884, 0, 0, 0]
          warp  0: [948883, 948884, 0, 1]
          warp  1: [948883, 948884, 0, 1]
          warp  2: [948883, 948884, 0, 1]
          warp  3: [948883, 948884, 0, 1]
          warp  4: [948883, 948884, 0, 1]
          warp  5: [948883, 948884, 0, 1]
          warp  6: [948883, 948884, 0, 1]
          warp  7: [948883, 948884, 0, 1]
          warp  8: [948883, 948884, 0, 1]
          warp  9: [948883, 948884, 0, 1]
          warp 10: [948883, 948884, 0, 1]
          warp 11: [948883, 948884, 0, 1]
          warp 12: [948883, 948884, 0, 1]
          warp 13: [948883, 948884, 0, 1]
          warp 14: [948883, 948884, 0, 1]
          warp 15: [948883, 948884, 0, 1]
          warp 16: [948883, 948884, 0, 1]
          warp 17: [948883, 948884, 0, 1]
          warp 18: [948883, 948884, 0, 1]
          warp 19: [948883, 948884, 0, 1]
          warp 20: [948883, 948884, 0, 1]
          warp 21: [948883, 948884, 0, 1]
          warp 22: [948883, 948884, 0, 1]
          warp 23: [948883, 948884, 0, 1]
          warp 24: [948883, 948884, 0, 1]
          warp 25: [948883, 948884, 0, 1]
          warp 26: [948883, 948884, 0, 1]
          warp 27: [948883, 948884, 0, 1]
          warp 28: [948883, 948884, 0, 1]
          warp 29: [948883, 948884, 0, 1]
          warp 30: [948883, 948884, 0, 1]
          warp 31: [948883, 948884, 0, 1]
Finish block  324: [2, 948883, 948884, 0, 0, 0]
          warp  0: [948883, 948884, 0, 1]
          warp  1: [948883, 948884, 0, 1]
          warp  2: [948883, 948884, 0, 1]
          warp  3: [948883, 948884, 0, 1]
          warp  4: [948883, 948884, 0, 1]
          warp  5: [948883, 948884, 0, 1]
          warp  6: [948883, 948884, 0, 1]
          warp  7: [948883, 948884, 0, 1]
          warp  8: [948883, 948884, 0, 1]
          warp  9: [948883, 948884, 0, 1]
          warp 10: [948883, 948884, 0, 1]
          warp 11: [948883, 948884, 0, 1]
          warp 12: [948883, 948884, 0, 1]
          warp 13: [948883, 948884, 0, 1]
          warp 14: [948883, 948884, 0, 1]
          warp 15: [948883, 948884, 0, 1]
          warp 16: [948883, 948884, 0, 1]
          warp 17: [948883, 948884, 0, 1]
          warp 18: [948883, 948884, 0, 1]
          warp 19: [948883, 948884, 0, 1]
          warp 20: [948883, 948884, 0, 1]
          warp 21: [948883, 948884, 0, 1]
          warp 22: [948883, 948884, 0, 1]
          warp 23: [948883, 948884, 0, 1]
          warp 24: [948883, 948884, 0, 1]
          warp 25: [948883, 948884, 0, 1]
          warp 26: [948883, 948884, 0, 1]
          warp 27: [948883, 948884, 0, 1]
          warp 28: [948883, 948884, 0, 1]
          warp 29: [948883, 948884, 0, 1]
          warp 30: [948883, 948884, 0, 1]
          warp 31: [948883, 948884, 0, 1]
Finish block  326: [3, 948883, 948884, 0, 0, 0]
          warp  0: [948883, 948884, 0, 1]
          warp  1: [948883, 948884, 0, 1]
          warp  2: [948883, 948884, 0, 1]
          warp  3: [948883, 948884, 0, 1]
          warp  4: [948883, 948884, 0, 1]
          warp  5: [948883, 948884, 0, 1]
          warp  6: [948883, 948884, 0, 1]
          warp  7: [948883, 948884, 0, 1]
          warp  8: [948883, 948884, 0, 1]
          warp  9: [948883, 948884, 0, 1]
          warp 10: [948883, 948884, 0, 1]
          warp 11: [948883, 948884, 0, 1]
          warp 12: [948883, 948884, 0, 1]
          warp 13: [948883, 948884, 0, 1]
          warp 14: [948883, 948884, 0, 1]
          warp 15: [948883, 948884, 0, 1]
          warp 16: [948883, 948884, 0, 1]
          warp 17: [948883, 948884, 0, 1]
          warp 18: [948883, 948884, 0, 1]
          warp 19: [948883, 948884, 0, 1]
          warp 20: [948883, 948884, 0, 1]
          warp 21: [948883, 948884, 0, 1]
          warp 22: [948883, 948884, 0, 1]
          warp 23: [948883, 948884, 0, 1]
          warp 24: [948883, 948884, 0, 1]
          warp 25: [948883, 948884, 0, 1]
          warp 26: [948883, 948884, 0, 1]
          warp 27: [948883, 948884, 0, 1]
          warp 28: [948883, 948884, 0, 1]
          warp 29: [948883, 948884, 0, 1]
          warp 30: [948883, 948884, 0, 1]
          warp 31: [948883, 948884, 0, 1]
Finish block  328: [4, 948883, 948884, 0, 0, 0]
          warp  0: [948883, 948884, 0, 1]
          warp  1: [948883, 948884, 0, 1]
          warp  2: [948883, 948884, 0, 1]
          warp  3: [948883, 948884, 0, 1]
          warp  4: [948883, 948884, 0, 1]
          warp  5: [948883, 948884, 0, 1]
          warp  6: [948883, 948884, 0, 1]
          warp  7: [948883, 948884, 0, 1]
          warp  8: [948883, 948884, 0, 1]
          warp  9: [948883, 948884, 0, 1]
          warp 10: [948883, 948884, 0, 1]
          warp 11: [948883, 948884, 0, 1]
          warp 12: [948883, 948884, 0, 1]
          warp 13: [948883, 948884, 0, 1]
          warp 14: [948883, 948884, 0, 1]
          warp 15: [948883, 948884, 0, 1]
          warp 16: [948883, 948884, 0, 1]
          warp 17: [948883, 948884, 0, 1]
          warp 18: [948883, 948884, 0, 1]
          warp 19: [948883, 948884, 0, 1]
          warp 20: [948883, 948884, 0, 1]
          warp 21: [948883, 948884, 0, 1]
          warp 22: [948883, 948884, 0, 1]
          warp 23: [948883, 948884, 0, 1]
          warp 24: [948883, 948884, 0, 1]
          warp 25: [948883, 948884, 0, 1]
          warp 26: [948883, 948884, 0, 1]
          warp 27: [948883, 948884, 0, 1]
          warp 28: [948883, 948884, 0, 1]
          warp 29: [948883, 948884, 0, 1]
          warp 30: [948883, 948884, 0, 1]
          warp 31: [948883, 948884, 0, 1]
Finish block  330: [5, 948883, 948884, 0, 0, 0]
          warp  0: [948883, 948884, 0, 1]
          warp  1: [948883, 948884, 0, 1]
          warp  2: [948883, 948884, 0, 1]
          warp  3: [948883, 948884, 0, 1]
          warp  4: [948883, 948884, 0, 1]
          warp  5: [948883, 948884, 0, 1]
          warp  6: [948883, 948884, 0, 1]
          warp  7: [948883, 948884, 0, 1]
          warp  8: [948883, 948884, 0, 1]
          warp  9: [948883, 948884, 0, 1]
          warp 10: [948883, 948884, 0, 1]
          warp 11: [948883, 948884, 0, 1]
          warp 12: [948883, 948884, 0, 1]
          warp 13: [948883, 948884, 0, 1]
          warp 14: [948883, 948884, 0, 1]
          warp 15: [948883, 948884, 0, 1]
          warp 16: [948883, 948884, 0, 1]
          warp 17: [948883, 948884, 0, 1]
          warp 18: [948883, 948884, 0, 1]
          warp 19: [948883, 948884, 0, 1]
          warp 20: [948883, 948884, 0, 1]
          warp 21: [948883, 948884, 0, 1]
          warp 22: [948883, 948884, 0, 1]
          warp 23: [948883, 948884, 0, 1]
          warp 24: [948883, 948884, 0, 1]
          warp 25: [948883, 948884, 0, 1]
          warp 26: [948883, 948884, 0, 1]
          warp 27: [948883, 948884, 0, 1]
          warp 28: [948883, 948884, 0, 1]
          warp 29: [948883, 948884, 0, 1]
          warp 30: [948883, 948884, 0, 1]
          warp 31: [948883, 948884, 0, 1]
Finish block  332: [6, 948883, 948884, 0, 0, 0]
          warp  0: [948883, 948884, 0, 1]
          warp  1: [948883, 948884, 0, 1]
          warp  2: [948883, 948884, 0, 1]
          warp  3: [948883, 948884, 0, 1]
          warp  4: [948883, 948884, 0, 1]
          warp  5: [948883, 948884, 0, 1]
          warp  6: [948883, 948884, 0, 1]
          warp  7: [948883, 948884, 0, 1]
          warp  8: [948883, 948884, 0, 1]
          warp  9: [948883, 948884, 0, 1]
          warp 10: [948883, 948884, 0, 1]
          warp 11: [948883, 948884, 0, 1]
          warp 12: [948883, 948884, 0, 1]
          warp 13: [948883, 948884, 0, 1]
          warp 14: [948883, 948884, 0, 1]
          warp 15: [948883, 948884, 0, 1]
          warp 16: [948883, 948884, 0, 1]
          warp 17: [948883, 948884, 0, 1]
          warp 18: [948883, 948884, 0, 1]
          warp 19: [948883, 948884, 0, 1]
          warp 20: [948883, 948884, 0, 1]
          warp 21: [948883, 948884, 0, 1]
          warp 22: [948883, 948884, 0, 1]
          warp 23: [948883, 948884, 0, 1]
          warp 24: [948883, 948884, 0, 1]
          warp 25: [948883, 948884, 0, 1]
          warp 26: [948883, 948884, 0, 1]
          warp 27: [948883, 948884, 0, 1]
          warp 28: [948883, 948884, 0, 1]
          warp 29: [948883, 948884, 0, 1]
          warp 30: [948883, 948884, 0, 1]
          warp 31: [948883, 948884, 0, 1]
Finish block  334: [7, 948883, 948884, 0, 0, 0]
          warp  0: [948883, 948884, 0, 1]
          warp  1: [948883, 948884, 0, 1]
          warp  2: [948883, 948884, 0, 1]
          warp  3: [948883, 948884, 0, 1]
          warp  4: [948883, 948884, 0, 1]
          warp  5: [948883, 948884, 0, 1]
          warp  6: [948883, 948884, 0, 1]
          warp  7: [948883, 948884, 0, 1]
          warp  8: [948883, 948884, 0, 1]
          warp  9: [948883, 948884, 0, 1]
          warp 10: [948883, 948884, 0, 1]
          warp 11: [948883, 948884, 0, 1]
          warp 12: [948883, 948884, 0, 1]
          warp 13: [948883, 948884, 0, 1]
          warp 14: [948883, 948884, 0, 1]
          warp 15: [948883, 948884, 0, 1]
          warp 16: [948883, 948884, 0, 1]
          warp 17: [948883, 948884, 0, 1]
          warp 18: [948883, 948884, 0, 1]
          warp 19: [948883, 948884, 0, 1]
          warp 20: [948883, 948884, 0, 1]
          warp 21: [948883, 948884, 0, 1]
          warp 22: [948883, 948884, 0, 1]
          warp 23: [948883, 948884, 0, 1]
          warp 24: [948883, 948884, 0, 1]
          warp 25: [948883, 948884, 0, 1]
          warp 26: [948883, 948884, 0, 1]
          warp 27: [948883, 948884, 0, 1]
          warp 28: [948883, 948884, 0, 1]
          warp 29: [948883, 948884, 0, 1]
          warp 30: [948883, 948884, 0, 1]
          warp 31: [948883, 948884, 0, 1]
Finish block  323: [1, 948883, 948885, 0, 0, 0]
          warp 32: [948883, 948885, 0, 2]
          warp 33: [948883, 948885, 0, 2]
          warp 34: [948883, 948885, 0, 2]
          warp 35: [948883, 948885, 0, 2]
          warp 36: [948883, 948885, 0, 2]
          warp 37: [948883, 948885, 0, 2]
          warp 38: [948883, 948885, 0, 2]
          warp 39: [948883, 948885, 0, 2]
          warp 40: [948883, 948885, 0, 2]
          warp 41: [948883, 948885, 0, 2]
          warp 42: [948883, 948885, 0, 2]
          warp 43: [948883, 948885, 0, 2]
          warp 44: [948883, 948885, 0, 2]
          warp 45: [948883, 948885, 0, 2]
          warp 46: [948883, 948885, 0, 2]
          warp 47: [948883, 948885, 0, 2]
          warp 48: [948883, 948885, 0, 2]
          warp 49: [948883, 948885, 0, 2]
          warp 50: [948883, 948885, 0, 2]
          warp 51: [948883, 948885, 0, 2]
          warp 52: [948883, 948885, 0, 2]
          warp 53: [948883, 948885, 0, 2]
          warp 54: [948883, 948885, 0, 2]
          warp 55: [948883, 948885, 0, 2]
          warp 56: [948883, 948885, 0, 2]
          warp 57: [948883, 948885, 0, 2]
          warp 58: [948883, 948885, 0, 2]
          warp 59: [948883, 948885, 0, 2]
          warp 60: [948883, 948885, 0, 2]
          warp 61: [948883, 948885, 0, 2]
          warp 62: [948883, 948885, 0, 2]
          warp 63: [948883, 948885, 0, 2]
Finish block  325: [2, 948883, 948885, 0, 0, 0]
          warp 32: [948883, 948885, 0, 2]
          warp 33: [948883, 948885, 0, 2]
          warp 34: [948883, 948885, 0, 2]
          warp 35: [948883, 948885, 0, 2]
          warp 36: [948883, 948885, 0, 2]
          warp 37: [948883, 948885, 0, 2]
          warp 38: [948883, 948885, 0, 2]
          warp 39: [948883, 948885, 0, 2]
          warp 40: [948883, 948885, 0, 2]
          warp 41: [948883, 948885, 0, 2]
          warp 42: [948883, 948885, 0, 2]
          warp 43: [948883, 948885, 0, 2]
          warp 44: [948883, 948885, 0, 2]
          warp 45: [948883, 948885, 0, 2]
          warp 46: [948883, 948885, 0, 2]
          warp 47: [948883, 948885, 0, 2]
          warp 48: [948883, 948885, 0, 2]
          warp 49: [948883, 948885, 0, 2]
          warp 50: [948883, 948885, 0, 2]
          warp 51: [948883, 948885, 0, 2]
          warp 52: [948883, 948885, 0, 2]
          warp 53: [948883, 948885, 0, 2]
          warp 54: [948883, 948885, 0, 2]
          warp 55: [948883, 948885, 0, 2]
          warp 56: [948883, 948885, 0, 2]
          warp 57: [948883, 948885, 0, 2]
          warp 58: [948883, 948885, 0, 2]
          warp 59: [948883, 948885, 0, 2]
          warp 60: [948883, 948885, 0, 2]
          warp 61: [948883, 948885, 0, 2]
          warp 62: [948883, 948885, 0, 2]
          warp 63: [948883, 948885, 0, 2]
Finish block  327: [3, 948883, 948885, 0, 0, 0]
          warp 32: [948883, 948885, 0, 2]
          warp 33: [948883, 948885, 0, 2]
          warp 34: [948883, 948885, 0, 2]
          warp 35: [948883, 948885, 0, 2]
          warp 36: [948883, 948885, 0, 2]
          warp 37: [948883, 948885, 0, 2]
          warp 38: [948883, 948885, 0, 2]
          warp 39: [948883, 948885, 0, 2]
          warp 40: [948883, 948885, 0, 2]
          warp 41: [948883, 948885, 0, 2]
          warp 42: [948883, 948885, 0, 2]
          warp 43: [948883, 948885, 0, 2]
          warp 44: [948883, 948885, 0, 2]
          warp 45: [948883, 948885, 0, 2]
          warp 46: [948883, 948885, 0, 2]
          warp 47: [948883, 948885, 0, 2]
          warp 48: [948883, 948885, 0, 2]
          warp 49: [948883, 948885, 0, 2]
          warp 50: [948883, 948885, 0, 2]
          warp 51: [948883, 948885, 0, 2]
          warp 52: [948883, 948885, 0, 2]
          warp 53: [948883, 948885, 0, 2]
          warp 54: [948883, 948885, 0, 2]
          warp 55: [948883, 948885, 0, 2]
          warp 56: [948883, 948885, 0, 2]
          warp 57: [948883, 948885, 0, 2]
          warp 58: [948883, 948885, 0, 2]
          warp 59: [948883, 948885, 0, 2]
          warp 60: [948883, 948885, 0, 2]
          warp 61: [948883, 948885, 0, 2]
          warp 62: [948883, 948885, 0, 2]
          warp 63: [948883, 948885, 0, 2]
Finish block  329: [4, 948883, 948885, 0, 0, 0]
          warp 32: [948883, 948885, 0, 2]
          warp 33: [948883, 948885, 0, 2]
          warp 34: [948883, 948885, 0, 2]
          warp 35: [948883, 948885, 0, 2]
          warp 36: [948883, 948885, 0, 2]
          warp 37: [948883, 948885, 0, 2]
          warp 38: [948883, 948885, 0, 2]
          warp 39: [948883, 948885, 0, 2]
          warp 40: [948883, 948885, 0, 2]
          warp 41: [948883, 948885, 0, 2]
          warp 42: [948883, 948885, 0, 2]
          warp 43: [948883, 948885, 0, 2]
          warp 44: [948883, 948885, 0, 2]
          warp 45: [948883, 948885, 0, 2]
          warp 46: [948883, 948885, 0, 2]
          warp 47: [948883, 948885, 0, 2]
          warp 48: [948883, 948885, 0, 2]
          warp 49: [948883, 948885, 0, 2]
          warp 50: [948883, 948885, 0, 2]
          warp 51: [948883, 948885, 0, 2]
          warp 52: [948883, 948885, 0, 2]
          warp 53: [948883, 948885, 0, 2]
          warp 54: [948883, 948885, 0, 2]
          warp 55: [948883, 948885, 0, 2]
